Edition	Country	MedalCount
1992	TOG	0
1996	TOG	0
2000	TOG	0
2004	TOG	0
2008	TOG	1
1896	TPE	0
1900	TPE	0
1904	TPE	0
1908	TPE	0
1912	TPE	0
1920	TPE	0
1924	TPE	0
1928	TPE	0
1932	TPE	0
1936	TPE	0
1948	TPE	0
1952	TPE	0
1956	TPE	0
1960	TPE	1
1964	TPE	0
1968	TPE	1
1972	TPE	0
1976	TPE	0
1980	TPE	0
1984	TPE	1
1988	TPE	0
1992	TPE	20
1996	TPE	1
2000	TPE	5
2004	TPE	9
2008	TPE	4
1896	TRI	0
1900	TRI	0
1904	TRI	0
1908	TRI	0
1912	TRI	0
1920	TRI	0
1924	TRI	0
1928	TRI	0
1932	TRI	0
1936	TRI	0
1948	TRI	1
1952	TRI	2
1956	TRI	0
1960	TRI	0
1964	TRI	6
1968	TRI	0
1972	TRI	0
1976	TRI	1
1980	TRI	0
1984	TRI	0
1988	TRI	0
1992	TRI	0
1996	TRI	2
2000	TRI	2
2004	TRI	1
2008	TRI	5
1896	TUN	0
1900	TUN	0
1904	TUN	0
1908	TUN	0
1912	TUN	0
1920	TUN	0
1924	TUN	0
1928	TUN	0
1932	TUN	0
1936	TUN	0
1948	TUN	0
1952	TUN	0
1956	TUN	0
1960	TUN	0
1964	TUN	2
1968	TUN	2
1972	TUN	1
1976	TUN	0
1980	TUN	0
1984	TUN	0
1988	TUN	0
1992	TUN	0
1996	TUN	1
2000	TUN	0
2004	TUN	0
2008	TUN	1
1896	TUR	0
1900	TUR	0
1904	TUR	0
1908	TUR	0
1912	TUR	0
1920	TUR	0
1924	TUR	0
1928	TUR	0
1932	TUR	0
1936	TUR	2
1948	TUR	12
1952	TUR	3
1956	TUR	7
1960	TUR	9
1964	TUR	6
1968	TUR	2
1972	TUR	1
1976	TUR	0
1980	TUR	0
1984	TUR	3
1988	TUR	2
1992	TUR	6
1996	TUR	6
2000	TUR	5
2004	TUR	10
2008	TUR	8
1896	UAE	0
1900	UAE	0
1904	UAE	0
1908	UAE	0
1912	UAE	0
1920	UAE	0
1924	UAE	0
1928	UAE	0
1932	UAE	0
1936	UAE	0
1948	UAE	0
1952	UAE	0
1956	UAE	0
1960	UAE	0
1964	UAE	0
1968	UAE	0
1972	UAE	0
1976	UAE	0
1980	UAE	0
1984	UAE	0
1988	UAE	0
1992	UAE	0
1996	UAE	0
2000	UAE	0
2004	UAE	1
2008	UAE	0
1896	UGA	0
1900	UGA	0
1904	UGA	0
1908	UGA	0
1912	UGA	0
1920	UGA	0
1924	UGA	0
1928	UGA	0
1932	UGA	0
1936	UGA	0
1948	UGA	0
1952	UGA	0
1956	UGA	0
1960	UGA	0
1964	UGA	0
1968	UGA	2
1972	UGA	2
1976	UGA	0
1980	UGA	1
1984	UGA	0
1988	UGA	0
1992	UGA	0
1996	UGA	1
2000	UGA	0
2004	UGA	0
2008	UGA	0
1896	UKR	0
1900	UKR	0
1904	UKR	0
1908	UKR	0
1912	UKR	0
1920	UKR	0
1924	UKR	0
1928	UKR	0
1932	UKR	0
1936	UKR	0
1948	UKR	0
1952	UKR	0
1956	UKR	0
1960	UKR	0
1964	UKR	0
1968	UKR	0
1972	UKR	0
1976	UKR	0
1980	UKR	0
1984	UKR	0
1988	UKR	0
1992	UKR	0
1996	UKR	34
2000	UKR	35
2004	UKR	48
2008	UKR	31
1896	URS	0
1900	URS	0
1904	URS	0
1908	URS	0
1912	URS	0
1920	URS	0
1924	URS	0
1928	URS	0
1932	URS	0
1936	URS	0
1948	URS	0
1952	URS	117
1956	URS	169
1960	URS	169
1964	URS	174
1968	URS	188
1972	URS	211
1976	URS	285
1980	URS	442
1984	URS	0
1988	URS	294
1992	URS	0
1996	URS	0
2000	URS	0
2004	URS	0
2008	URS	0
1896	URU	0
1900	URU	0
1904	URU	0
1908	URU	0
1912	URU	0
1920	URU	0
1924	URU	22
1928	URU	22
1932	URU	1
1936	URU	0
1948	URU	3
1952	URU	14
1956	URU	12
1960	URU	0
1964	URU	1
1968	URU	0
1972	URU	0
1976	URU	0
1980	URU	0
1984	URU	0
1988	URU	0
1992	URU	0
1996	URU	0
2000	URU	1
2004	URU	0
2008	URU	0
1896	USA	20
1900	USA	55
1904	USA	394
1908	USA	63
1912	USA	101
1920	USA	193
1924	USA	198
1928	USA	84
1932	USA	181
1936	USA	92
1948	USA	148
1952	USA	130
1956	USA	118
1960	USA	112
1964	USA	150
1968	USA	149
1972	USA	155
1976	USA	155
1980	USA	0
1984	USA	333
1988	USA	193
1992	USA	224
1996	USA	260
2000	USA	248
2004	USA	264
2008	USA	315
1896	UZB	0
1900	UZB	0
1904	UZB	0
1908	UZB	0
1912	UZB	0
1920	UZB	0
1924	UZB	0
1928	UZB	0
1932	UZB	0
1936	UZB	0
1948	UZB	0
1952	UZB	0
1956	UZB	0
1960	UZB	0
1964	UZB	0
1968	UZB	0
1972	UZB	0
1976	UZB	0
1980	UZB	0
1984	UZB	0
1988	UZB	0
1992	UZB	0
1996	UZB	2
2000	UZB	4
2004	UZB	5
2008	UZB	6
1896	VEN	0
1900	VEN	0
1904	VEN	0
1908	VEN	0
1912	VEN	0
1920	VEN	0
1924	VEN	0
1928	VEN	0
1932	VEN	0
1936	VEN	0
1948	VEN	0
1952	VEN	1
1956	VEN	0
1960	VEN	1
1964	VEN	0
1968	VEN	1
1972	VEN	0
1976	VEN	1
1980	VEN	1
1984	VEN	3
1988	VEN	0
1992	VEN	0
1996	VEN	0
2000	VEN	0
2004	VEN	2
2008	VEN	1
1896	VIE	0
1900	VIE	0
1904	VIE	0
1908	VIE	0
1912	VIE	0
1920	VIE	0
1924	VIE	0
1928	VIE	0
1932	VIE	0
1936	VIE	0
1948	VIE	0
1952	VIE	0
1956	VIE	0
1960	VIE	0
1964	VIE	0
1968	VIE	0
1972	VIE	0
1976	VIE	0
1980	VIE	0
1984	VIE	0
1988	VIE	0
1992	VIE	0
1996	VIE	0
2000	VIE	1
2004	VIE	0
2008	VIE	1
1896	YUG	0
1900	YUG	0
1904	YUG	0
1908	YUG	0
1912	YUG	0
1920	YUG	0
1924	YUG	2
1928	YUG	12
1932	YUG	0
1936	YUG	1
1948	YUG	16
1952	YUG	24
1956	YUG	23
1960	YUG	17
1964	YUG	15
1968	YUG	29
1972	YUG	18
1976	YUG	19
1980	YUG	57
1984	YUG	87
1988	YUG	63
1992	YUG	0
1996	YUG	26
2000	YUG	26
2004	YUG	0
2008	YUG	0
1896	ZAM	0
1900	ZAM	0
1904	ZAM	0
1908	ZAM	0
1912	ZAM	0
1920	ZAM	0
1924	ZAM	0
1928	ZAM	0
1932	ZAM	0
1936	ZAM	0
1948	ZAM	0
1952	ZAM	0
1956	ZAM	0
1960	ZAM	0
1964	ZAM	0
1968	ZAM	0
1972	ZAM	0
1976	ZAM	0
1980	ZAM	0
1984	ZAM	1
1988	ZAM	0
1992	ZAM	0
1996	ZAM	1
2000	ZAM	0
2004	ZAM	0
2008	ZAM	0
1896	ZIM	0
1900	ZIM	0
1904	ZIM	0
1908	ZIM	0
1912	ZIM	0
1920	ZIM	0
1924	ZIM	0
1928	ZIM	0
1932	ZIM	0
1936	ZIM	0
1948	ZIM	0
1952	ZIM	0
1956	ZIM	0
1960	ZIM	0
1964	ZIM	0
1968	ZIM	0
1972	ZIM	0
1976	ZIM	0
1980	ZIM	16
1984	ZIM	0
1988	ZIM	0
1992	ZIM	0
1996	ZIM	0
2000	ZIM	0
2004	ZIM	3
2008	ZIM	4
1896	ZZX	6
1900	ZZX	34
1904	ZZX	8
1908	ZZX	0
1912	ZZX	0
1920	ZZX	0
1924	ZZX	0
1928	ZZX	0
1932	ZZX	0
1936	ZZX	0
1948	ZZX	0
1952	ZZX	0
1956	ZZX	0
1960	ZZX	0
1964	ZZX	0
1968	ZZX	0
1972	ZZX	0
1976	ZZX	0
1980	ZZX	0
1984	ZZX	0
1988	ZZX	0
1992	ZZX	0
1996	ZZX	0
2000	ZZX	0
2004	ZZX	0
2008	ZZX	0
